,date,high,low,open,close,volume,adjclose,formatted_date,EMA_3,EMA_5,EMA_7,EMA_9,EMA_11,EMA_13,EMA_15,EMA_17,EMA_19,EMA_21,EMA_23,EMA_25,EMA_28,EMA_31,EMA_34,EMA_37,EMA_40,EMA_43,EMA_46,EMA_49,EMA_52,EMA_55,EMA_58,EMA_61,EMA_64,EMA_67,EMA_70,colfastL,colfastS,colslowL,colslowS,colFinal,colFinal2,guppy
69,1452470400,450.6619873046875,354.91400146484375,448.697998046875,382.29901123046875,692913108,382.29901123046875,2016-01-11,409.6977355451828,411.6695099615914,405.9923777333234,397.6386871753273,388.69352167114823,380.0337205029461,372.00667023161697,364.7370265964888,358.2547163688346,352.5396514190873,347.5294982271625,343.1097132116452,337.5277340438409,333.16267401679306,329.73586306436135,327.018208686907,324.8901748569428,322.424877192203,320.19249107526747,318.99282262667475,318.41892307624386,317.94976561597707,316.6296114297282,312.95904304068983,308.7283209282636,302.1994593502462,296.7223724365234,False,False,True,False,gray,gray,0
70,1453075200,425.2669982910156,375.2820129394531,381.7330017089844,402.97100830078125,493900500,402.97100830078125,2016-01-18,406.33437192298203,408.7700094079881,405.2370353751879,398.7051514004181,391.07310277608707,383.3104759026368,375.8772124902625,368.9852467858546,362.7263455620293,357.12432022651404,352.14962406663074,347.7144282185019,342.04106330294024,337.5256949095423,333.92072850644246,331.01572445605825,328.6989960005447,326.0860649698657,323.7149811699702,322.35195005363903,321.6095678016981,320.9862385690058,319.5564384423063,315.86265482327343,311.62809592434104,305.1633284370266,299.7152917566434,False,False,True,False,gray,gray,0
71,1453680000,402.3169860839844,365.4519958496094,402.3169860839844,368.7669982910156,378185696,368.7669982910156,2016-01-25,387.5506851069988,395.4356723689973,396.1195261041448,392.7175207785377,387.35541869524184,381.23283624383384,374.9884357153566,368.96099695309465,363.3304108349279,358.18274550510506,353.53440525199613,349.3338566856184,343.8842312331523,339.47827637088443,335.9119439227038,333.00263360526657,330.6535326976408,328.0261073935543,325.632088281504,324.20855198313404,323.3890934805403,322.6926942733633,321.22459301344895,317.5692465480393,313.3862159971618,307.0340246092028,301.6604102505694,False,False,True,False,gray,gray,0
72,1454284800,391.6080017089844,367.9570007324219,369.3500061035156,376.6199951171875,337404904,376.6199951171875,2016-02-01,382.08534011209315,389.1637799517274,391.2446433574055,389.4980156462677,385.56618143223284,380.57385894002726,375.1923806405855,369.81199674910494,364.65936926315385,359.85885910620345,355.4582044074287,351.43279041112373,346.14187012170646,341.79963379252837,338.2381182766743,335.2982842111572,332.89579915713085,330.23492047190126,327.80178644472466,326.30500970849613,325.39780674984775,324.61866930349987,323.10240325425366,319.4741094051086,315.3318707393164,309.0806708006141,303.771947852446,False,False,True,False,gray,gray,0
73,1454889600,407.2300109863281,372.89801025390625,376.7569885253906,407.2300109863281,465920396,407.2300109863281,2016-02-08,394.65767554921064,395.185856963261,395.24098526463615,393.04441471427975,389.17681969124874,384.3818806609274,379.1970844338033,373.96955388657415,368.91643343547133,364.16532745894204,359.77252162233697,355.72488430152407,350.3548453537493,345.8890323671408,342.18051214579737,339.0841645677451,336.5218582707502,333.73469731346614,331.18171089330355,329.54200975960936,328.4858144568848,327.5690743636009,325.95418656720534,322.3049449399867,318.1595058238398,311.9674161001939,306.6862594900201,False,False,True,False,gray,gray,0
74,1455494400,448.0459899902344,397.7489929199219,407.5679931640625,438.7980041503906,546633900,438.7980041503906,2016-02-15,416.7278398498006,409.7232393589709,406.1302399860748,402.19513260150194,397.4470171011057,392.1556125879936,386.6471993983767,381.17271502699816,375.9045905069633,370.9501162490737,366.3579784996748,362.11512428989846,356.45437354662107,351.6958431035939,347.701511688917,344.33226138788433,341.51093855756193,338.51030216968996,335.7611276276477,333.9122495352406,332.64853859626237,331.54153614170053,329.7794007225675,326.06278555967714,321.8714596185029,315.6977275134349,310.4077170860869,True,False,True,False,aqua,lime,1
75,1456099200,439.8580017089844,413.9070129394531,438.989013671875,433.5039978027344,465584792,433.5039978027344,2016-02-22,425.1159188262675,417.6501588402254,412.9736794402397,408.45690564174845,403.4565138847105,398.06252476152804,392.5042991989214,386.9873020020799,381.6645312365404,376.6368327539519,371.9534801082631,367.60657609857816,361.7681407366979,356.8088527722902,352.60451089542084,349.02551067287646,345.99840486220444,342.82819742573747,339.92039869892795,337.8959194659403,336.45440498141227,335.1830526295946,333.29548875918334,329.5286311159048,325.3063069472485,319.16261781606136,313.8752179513446,True,False,True,False,aqua,lime,1
76,1456704000,441.5069885253906,394.0350036621094,433.43798828125,407.7070007324219,628483380,407.7070007324219,2016-02-29,416.4114597793447,414.3357728042909,411.65700976328526,408.3069246598831,404.1649283593291,399.4403070430843,394.40463689060897,389.2894907498956,384.2687781861286,379.4613934792674,374.9329401602763,370.6912241473354,364.9363379777823,359.98998701979843,355.7532246003923,352.11401014969465,349.0085802705077,345.77723393967767,342.8049349556724,340.6883627165996,339.14318217956355,337.77319363326706,335.8179128938694,332.0505140067602,327.8417129098692,321.7668643724249,316.5183667620792,True,False,True,False,aqua,lime,1
77,1457308800,423.9259948730469,406.3089904785156,407.7569885253906,414.06500244140625,548114688,414.06500244140625,2016-03-07,415.23823111037547,414.24551601666275,412.2590079328155,409.45854021618777,405.814940706342,401.5295492428446,396.86218258445865,392.04232538228564,387.2484006116564,382.60717611218905,378.1939453503704,374.02766863149475,368.3245217338943,363.3696754836489,359.08532619130733,355.3745886913637,352.1820642788442,348.881223417029,345.8372782529377,343.62342830559186,341.9704206800104,340.49790109070057,338.4703566073452,334.6961426659423,330.4947372031473,324.4815154921008,319.26615931642647,True,False,True,False,aqua,lime,1
78,1457913600,420.99700927734375,406.1369934082031,414.20098876953125,413.7550048828125,520066400,413.7550048828125,2016-03-14,414.49661799659395,414.08201230537935,412.6330071703147,410.31783314951275,407.13828473575376,403.2760429056972,398.9737853717529,394.4548453267886,389.899061038772,385.43879690951843,381.1573669780739,377.0836175739038,371.4576585027852,366.5187585710966,362.2093078308219,358.4472421751242,355.1856223570866,351.8300316654737,348.7273942797409,346.4286913686807,344.6792729140784,343.1142262261331,341.0223785827847,337.2464285439059,333.0565915932909,327.1072063565335,321.92781693801487,True,False,True,False,aqua,lime,1
79,1458518400,428.7969970703125,410.3810119628906,413.4179992675781,426.7650146484375,426699404,426.7650146484375,2016-03-21,420.6308163225157,418.30967975306544,416.16600903984545,413.60726944929775,410.4094063878677,406.6316102975172,402.4476890313385,398.0448641403051,393.5856563997385,389.1957257948747,384.95800428393756,380.9052635027141,375.27195892662326,370.2841495759304,365.89820536325703,362.0429144105617,358.67730002983535,355.23616725560845,352.0481440826642,349.64214429987095,347.77684807386555,346.10175438407254,343.9289086189085,340.1341248698585,335.9399276872954,330.0383183651189,324.8809774369,True,False,True,False,aqua,lime,1
80,1459123200,426.85699462890625,412.4960021972656,426.5480041503906,420.90399169921875,405154204,420.90399169921875,2016-03-28,420.76740401086727,419.17445040178325,417.3505047046888,415.066613899282,412.15850393975956,408.6705219263318,404.7547268648235,400.58476720240657,396.31748992968653,392.07829542254234,387.953503235211,383.98208874859904,378.41899566956084,373.44788970863596,369.0413931538834,365.14086584680683,361.7127484039516,358.22106836668166,354.9781801514537,352.49261819584484,350.5363629276524,348.7732628596135,346.5382334690885,342.7396044449992,338.55420657996996,332.71083816906304,327.5858510780921,True,False,True,False,aqua,lime,1
81,1459728000,425.3609924316406,416.5150146484375,421.29901123046875,421.5639953613281,415027900,421.5639953613281,2016-04-04,421.1656996860977,419.9709653882982,418.4038773688486,416.3660901916913,413.7260858433543,410.51244670275986,406.8558854268866,402.9157925533978,398.8421404728507,394.7588135987956,390.75437757905405,386.8730046418859,381.39451288968274,376.45514631192924,372.0426847085945,368.11050424230797,364.63232142626265,361.1002923209838,357.81161909655475,355.25547328246415,353.2166509440175,351.37293187753187,349.08147963492706,345.2823267326227,341.1083539270887,335.3241663217767,330.23312274804243,True,False,True,False,aqua,lime,1
82,1460332800,432.625,420.5329895019531,421.87200927734375,427.39898681640625,382137900,427.39898681640625,2016-04-11,424.282343251252,422.44697253100094,420.65265473073805,418.5726695166343,416.0049026721963,412.92480957613793,409.4237731005765,405.63614747150984,401.69782510720626,397.7261020731238,393.80809501550004,389.9903878860798,384.56723522945674,379.63913634345903,375.205901971898,371.23095069357635,367.69410998187936,364.113869343503,360.77278368037827,358.14121382382183,356.0159843731642,354.0881481253488,351.73631038684164,347.93125125145446,343.76345032368306,338.03224927750114,332.9701893415175,True,False,True,False,aqua,lime,1
83,1460937600,460.14599609375,427.08599853515625,427.6109924316406,458.55499267578125,427064400,458.55499267578125,2016-04-18,441.4186679635166,434.4829792459277,430.12823921699885,426.5691341484637,423.09658433946043,419.4434071618013,415.5651755474771,411.5160191608733,407.3835418640638,403.2560012188199,399.2036698205235,395.26458825451846,389.6698391912722,384.5713773642292,379.96870715497704,375.8269529031661,372.1263481620697,368.4066476767884,364.93372874401246,362.1577649779002,359.8853809128856,357.81910685929284,355.35728266782263,351.49975903933597,347.2954977806707,341.5770358480388,336.5077894354404,True,False,True,False,aqua,lime,1
84,1461542400,467.9649963378906,436.6499938964844,459.1210021972656,451.875,492934504,451.875,2016-04-25,446.6468339817583,440.2803194972852,435.56492941274917,431.630307318771,427.8929869495504,424.0764918529726,420.10390360404244,416.0003503652207,411.8326876776574,407.67591019892717,403.59294733547983,399.61923531186324,393.95985028152927,388.77785377896487,384.0776381746926,379.8294816977363,376.0165263005053,372.20066369147986,368.63335730809706,365.74645437878416,363.3566872935314,361.1782459000324,358.629069696032,354.73767003806705,350.5133286181885,344.82109361721416,339.75757001472374,True,False,True,False,aqua,lime,1
85,1462147200,461.375,441.7760009765625,451.9330139160156,458.5480041503906,403817800,458.5480041503906,2016-05-02,452.59741906607445,446.36954771498705,441.3106980971595,437.0138466850949,433.0021564830238,429.0009936097466,424.90941617233597,420.7278674524618,416.5042193249307,412.3006460126966,408.1725354033891,404.15221753021154,398.41420572076106,393.138488177179,388.33308765901813,383.9725618268234,380.0424520492802,376.1255428032485,372.45951249287555,369.45851636964846,366.9488124579412,364.6557372661166,362.0161522199085,358.08639049330327,353.8374724807178,348.1660027505429,343.1037794269961,True,False,True,False,aqua,lime,1
86,1462752000,462.4809875488281,448.9540100097656,458.20599365234375,457.5679931640625,351471700,457.5679931640625,2016-05-09,455.0827061150685,450.10236286467887,445.37502186388525,441.1246759808884,437.0964625965303,433.08199354607746,428.9917382963018,424.8212147537507,420.6105967088439,416.4158593900935,412.28882355011183,408.2611233482001,402.49377726857495,397.1653322388592,392.2893679735921,387.84600558141494,383.8241857621964,379.8274723651037,376.0811499682452,372.982895441425,370.3684041827005,367.97403211961466,365.25519767564253,361.29547445042454,357.02918080943607,351.3837083509405,346.32812347592755,True,False,True,False,aqua,lime,1
87,1463356800,458.20001220703125,437.3890075683594,457.58599853515625,439.322998046875,470557100,439.322998046875,2016-05-16,447.20285208097175,446.5092412587443,443.8620159096327,440.7643403940857,437.4675518382544,433.97356561762,430.28314576512344,426.43252400854226,422.481836842647,418.49832654071,414.54167142484204,410.65049832502126,405.0337235291474,399.8001863518602,394.97700397777965,390.55532097433394,386.53144489803435,382.53181444154785,378.7722924396763,375.63649954564295,372.97046432851835,370.5222094741597,367.76597056958263,363.8124913406326,359.5612982628957,353.97015804787975,348.94769740750354,True,False,True,False,aqua,lime,1
